command,dn,member
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marina.ory,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=deborah.fleury,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=huriye.cetin,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=lucie.leroy,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.emery,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=joy.lair,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.osiris,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.qsens,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=lilo.google,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=serge.martin,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=stephane.tramier,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=india.jaipur,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=severine.kara,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.leroy,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.exchangenewser,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.midssmetiss,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=ysa.testysa,OU=PG1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=samia.bouhenni,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charline.jouaux,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=nathalie.monestier,OU=S04,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=neme.touchezpas,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=pierre.fanguin,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.sevin,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.saverou,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jacques.silvio,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=createzoubabbb.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.rctosiris,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=fabien.peltier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.midssmetis,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elise.coulon,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.cosme,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charlene.josse,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zoubabpowerbi.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mathilde.thibault,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.maildns,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jack.london,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.attrorgtreize,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=serge.massako,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=stephanie.simo,OU=S12,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_PACIFICA_INTERNES_SXX,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sandrine.brard,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=maryline.richou,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marion.barbe,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marlene.petrop,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charlene.tostain,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alexandre.normand,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=aurore.gode,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.omet-barlot,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=adeline.demelle,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=thierry.servier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=kelly.eudine,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=delphine.barbier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.herisse,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marina.ory,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=deborah.fleury,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=lucie.leroy,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.emery,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=joy.lair,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.leroy,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charline.jouaux,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.sevin,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.saverou,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elise.coulon,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charlene.josse,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mathilde.thibault,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@VRN.PTF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sandrine.brard,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLGA_S01_AA,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.ugssssss,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=maryline.richou,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marlene.petrop,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charlene.tostain,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alexandre.normand,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=morgane.provost,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=aurore.gode,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=stephane.heuzard,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.omet-barlot,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=laurine.naveau,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=adeline.demelle,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=annaick.paumier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=thierry.servier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.gviarenn,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=kelly.eudine,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=valerie.leboucher,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=delphine.barbier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.herisse,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.boullanger,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=deborah.fleury,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=lucie.leroy,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.emery,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=joy.lair,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=severine.kara,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.leroy,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=samia.bouhenni,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charline.jouaux,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elodie.sevin,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.saverou,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=fabien.peltier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=elise.coulon,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charlene.josse,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mathilde.thibault,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_R01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sandrine.brard,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLKA_S04_MA,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=nathalie.monestier,OU=S04,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S06,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.testa,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S06,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=charles.thomas,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S06,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=arrhi.cosec,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S06,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=phil.defaire,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S06,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=india.jaipur,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S06,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jack.london,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.exchangenewsrv,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.gviarenn,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.exchanpatch,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.osiris,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.qsens,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.exchangenewser,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.midssmetiss,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=exchangetempo.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=createzoubabbb.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.rctosiris,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.midssmetis,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=zoubabpowerbi.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Di_Systeme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test.maildns,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS07,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marion.perez,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_SJ1,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=stephane.tramier,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_PCA.PACIFICA,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julie.horsnorme,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_PCA.PACIFICA,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=neme.touchezpas,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@diffusion.meteo-services,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.exchangenewsrv,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@diffusion.meteo-services,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.exchangenewser,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@diffusion.meteo-services,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=createzoubabbb.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
